Date,Open,High,Low,Close,Volume,Capital Gains
2020-01-02 00:00:00-05:00,305.0413749737152,306.3141935036131,304.0891132456255,306.2953186035156,59151200,0.0
2020-01-03 00:00:00-05:00,302.7973915054828,305.1356056324049,302.7408243612814,303.9759216308594,77709700,0.0
2020-01-06 00:00:00-05:00,302.16567082154285,305.2204403114532,302.0430990913107,305.1355895996094,55653900,0.0
2020-01-07 00:00:00-05:00,304.5510777585023,305.0413647812381,303.8156759971112,304.2776794433594,40496400,0.0
2020-01-08 00:00:00-05:00,304.4755880126112,307.1532047475953,304.2210358881509,305.8992614746094,68296000,0.0
2020-01-09 00:00:00-05:00,307.511597047706,308.0490138389475,306.9081756457403,307.97357177734375,48473300,0.0
2020-01-10 00:00:00-05:00,308.5768973789532,308.7371613578527,306.60639852887556,307.08721923828125,53029300,0.0
2020-01-13 00:00:00-05:00,307.72832413096614,309.20853587136634,307.2851957217154,309.1991271972656,47086800,0.0
2020-01-14 00:00:00-05:00,308.74662932818006,309.8308713594012,308.15264550278056,308.727783203125,62832800,0.0
2020-01-15 00:00:00-05:00,308.6335072000334,310.2080074991495,308.54865647487543,309.42547607421875,72056600,0.0
2020-01-16 00:00:00-05:00,310.8491430003518,311.9993896484375,310.6134369558483,311.9993896484375,54050300,0.0
2020-01-17 00:00:00-05:00,312.7347529688039,313.1872901041679,311.9333467613208,312.970458984375,95846000,0.0
2020-01-21 00:00:00-05:00,311.9804811044765,313.18729477127613,311.90506783836105,312.35760498046875,77742400,0.0
2020-01-22 00:00:00-05:00,313.2438300172082,313.913255759589,312.2350302255117,312.3952941894531,48914900,0.0
2020-01-23 00:00:00-05:00,311.72589587523925,313.17785285504044,310.57564947329104,312.7535705566406,51963000,0.0
2020-01-24 00:00:00-05:00,313.4324365226817,313.51728723636245,308.6428741284051,309.9722595214844,87578400,0.0
2020-01-27 00:00:00-05:00,304.56041164296624,306.5309101954402,304.2115713940038,305.0035400390625,84062500,0.0
2020-01-28 00:00:00-05:00,306.4744142858385,309.10490170686694,305.09789909043445,308.1997985839844,63834000,0.0
2020-01-29 00:00:00-05:00,309.6046313495979,309.84033741174085,307.73782897924946,307.94525146484375,53888900,0.0
2020-01-30 00:00:00-05:00,305.81442751195743,309.1614705083991,305.0413335761438,308.9446105957031,75491800,0.0
2020-01-31 00:00:00-05:00,308.3034810033229,308.4637737604721,302.3919842486818,303.3348083496094,113845600,0.0
2020-02-03 00:00:00-05:00,304.8622010307011,307.5115346457731,304.739629285005,305.5881652832031,69083000,0.0
2020-02-04 00:00:00-05:00,309.3123103668107,311.1413914283891,308.9823161762296,310.2456970214844,62573200,0.0
2020-02-05 00:00:00-05:00,313.2721673845836,314.0452900866723,311.7636717751639,313.82843017578125,65951100,0.0
2020-02-06 00:00:00-05:00,314.8184253336033,315.08241495304213,313.77187553220296,314.8844299316406,50359700,0.0
2020-02-07 00:00:00-05:00,313.7907536692738,314.8938418583214,312.64050700712244,313.2062072753906,64139400,0.0
2020-02-10 00:00:00-05:00,312.29167678046883,315.6104076770294,312.2539557553057,315.5444030761719,42070000,0.0
2020-02-11 00:00:00-05:00,316.93972237715434,317.7505372141467,315.54433248540073,316.0911865234375,54864500,0.0
2020-02-12 00:00:00-05:00,317.57145499740847,318.34457772828745,317.19433108100986,318.12774658203125,43992700,0.0
2020-02-13 00:00:00-05:00,316.65692950223934,318.78772145198224,316.37409374462385,317.788330078125,54501900,0.0
2020-02-14 00:00:00-05:00,318.2126041089338,318.4200265832945,316.9775067120123,318.2974548339844,64582200,0.0
2020-02-18 00:00:00-05:00,317.26981139177707,318.363491022132,316.04412254977103,317.47723388671875,57226200,0.0
2020-02-19 00:00:00-05:00,318.4765754177751,319.69279784626644,318.1843022351724,318.9951171875,48814700,0.0
2020-02-20 00:00:00-05:00,318.42944176254724,319.27800657580406,314.6015777443031,317.68463134765625,74163400,0.0
2020-02-21 00:00:00-05:00,316.2892051553474,316.60976189984274,313.5644296680744,314.4129943847656,113788200,0.0
2020-02-24 00:00:00-05:00,304.66427780602197,314.4884915343269,302.8728885020574,303.9854431152344,161088400,0.0
2020-02-25 00:00:00-05:00,305.4184803233525,306.05015643843666,293.86888362098847,294.77398681640625,218913200,0.0
2020-02-26 00:00:00-05:00,296.2164588631348,299.9217505459801,292.93544952009313,293.689697265625,194773800,0.0
2020-02-27 00:00:00-05:00,287.9950061648685,293.7462382231791,280.49957275390625,280.49957275390625,284353500,0.0
2020-02-28 00:00:00-05:00,272.1933573257886,280.8579140025813,269.2140294089802,279.32110595703125,384975800,0.0
2020-03-02 00:00:00-05:00,281.1595502607116,291.4834850573161,277.6239600937521,291.41748046875,238703600,0.0
2020-03-03 00:00:00-05:00,291.8040463236197,295.89589928784,280.55616220276636,283.073486328125,300139100,0.0
2020-03-04 00:00:00-05:00,288.6173286831388,295.1982517106652,285.98684120736897,294.9719543457031,176613400,0.0
2020-03-05 00:00:00-05:00,287.542500052211,290.83294690446377,282.8566631947666,285.16656494140625,186366800,0.0
2020-03-06 00:00:00-05:00,276.38885389793853,281.6969576994,273.6358238902878,280.4524230957031,228667200,0.0
2020-03-09 00:00:00-04:00,259.5594590833483,267.94117900963744,257.8152575443186,258.5506591796875,309417300,0.0
2020-03-10 00:00:00-04:00,268.3654776993341,272.02361120271155,257.862402942266,271.9293518066406,276444100,0.0
2020-03-11 00:00:00-04:00,264.65071693056893,265.81980952138866,255.39217804350568,258.6731872558594,255316300,0.0
2020-03-12 00:00:00-04:00,241.36295333797003,251.41346101953368,233.51865044903653,233.924072265625,392220700,0.0
2020-03-13 00:00:00-04:00,248.04761218647926,255.95792093528354,234.31067124721145,253.92141723632812,329566100,0.0
2020-03-16 00:00:00-04:00,227.39031120005544,242.21150731165102,223.78873059254835,226.13636779785156,297240000,0.0
2020-03-17 00:00:00-04:00,231.02960788641508,241.52325896189294,223.51531315048945,238.34593200683594,262070500,0.0
2020-03-18 00:00:00-04:00,222.74221086502075,234.16923523782754,214.98277194962722,226.27780151367188,327597100,0.0
2020-03-19 00:00:00-04:00,225.57066801788574,233.2358326256378,218.94261568429778,226.7586212158203,289322000,0.0
2020-03-20 00:00:00-04:00,230.00773998404017,231.8475766201564,216.7021352034064,216.9866485595703,347158800,0.0
2020-03-23 00:00:00-04:00,216.4081604484238,217.82121992630346,206.99085588920934,211.43870544433594,326025200,0.0
2020-03-24 00:00:00-04:00,222.31645347004363,231.49666441785106,221.7284698649822,230.595703125,235494500,0.0
2020-03-25 00:00:00-04:00,232.22692525126595,243.11420301647306,227.37128451505845,234.04779052734375,299430300,0.0
2020-03-26 00:00:00-04:00,236.63681339482412,249.23112618906922,236.1910792282063,247.71376037597656,257632800,0.0
2020-03-27 00:00:00-04:00,240.19319978795482,247.3438891045928,238.08782138649119,240.33544921875,224341200,0.0
2020-03-30 00:00:00-04:00,242.49773064634962,248.88024418043543,240.4397735178539,248.14051818847656,171369500,0.0
2020-03-31 00:00:00-04:00,247.1067913344345,249.73376056844427,242.99087722824794,244.44187927246094,194881100,0.0
2020-04-01 00:00:00-04:00,235.1763112123914,244.35652170429,231.3069677294538,233.4407958984375,189554600,0.0
2020-04-02 00:00:00-04:00,232.5303962905813,239.63366469496094,231.96136959439454,238.8275604248047,177660400,0.0
2020-04-03 00:00:00-04:00,237.8127868481907,240.24062141433117,232.55883378009239,235.37548828125,135561200,0.0
2020-04-06 00:00:00-04:00,244.52719026924433,253.2142442180674,235.35647387246686,251.18472290039062,188061200,0.0
2020-04-07 00:00:00-04:00,260.05202716189405,260.8296960054658,251.21325783475308,251.44085693359375,201427200,0.0
2020-04-08 00:00:00-04:00,254.1247753348313,261.7496649837434,251.55470520629686,259.8813781738281,153774500,0.0
2020-04-09 00:00:00-04:00,263.2480469422347,266.68116432940906,261.24700382044983,263.8360595703125,189999200,0.0
2020-04-13 00:00:00-04:00,262.83078043286434,263.18167204095676,257.39662015349813,261.42718505859375,114839100,0.0
2020-04-14 00:00:00-04:00,266.47241767082016,270.1900035575559,261.28484420313305,269.1373291015625,134143400,0.0
2020-04-15 00:00:00-04:00,263.238508939102,269.27960838195054,261.2374374379523,263.418701171875,121775000,0.0
2020-04-16 00:00:00-04:00,264.7368904602778,265.57145883340854,261.5219383659346,264.6894836425781,131798300,0.0
2020-04-17 00:00:00-04:00,270.6453178191435,272.4661685306008,267.8191702029834,271.84027099609375,146684800,0.0
