Date,Open,High,Low,Close,Volume
2020-01-02 00:00:00-05:00,153.3169846242194,155.19988961495747,152.88247035463252,155.0936737060547,22622100
2020-01-03 00:00:00-05:00,152.87282447851493,154.44673242550513,152.62176064940778,153.16249084472656,21116200
2020-01-06 00:00:00-05:00,151.6754902440857,153.6259940303677,151.12509465371267,153.5583953857422,20813700
2020-01-07 00:00:00-05:00,153.83841800850573,154.17636701299344,151.90723032414363,152.1582794189453,21634100
2020-01-08 00:00:00-05:00,153.46183197457222,155.2675025926679,152.51555407482928,154.58192443847656,27746500
2020-01-09 00:00:00-05:00,156.27172406686893,156.63865448910497,155.48959531108767,156.51312255859375,21385000
2020-01-10 00:00:00-05:00,157.21798403517423,157.60421564801544,155.6343961146672,155.7888946533203,20725900
2020-01-13 00:00:00-05:00,156.19446356044693,157.6911370483787,155.71166661168144,157.66217041015625,21626500
2020-01-14 00:00:00-05:00,157.7683855544673,157.97116675482346,156.15584552155443,156.55174255371094,23477400
2020-01-15 00:00:00-05:00,157.0248521286015,158.2994429607114,156.97658422776007,157.56558227539062,21417900
2020-01-16 00:00:00-05:00,158.69534003455473,160.52031164798106,158.38634295974808,160.4527130126953,23865400
2020-01-17 00:00:00-05:00,161.65969032036836,161.70797295058367,159.73815361460336,161.3507080078125,34371700
2020-01-21 00:00:00-05:00,160.94514683535036,162.40320271566264,160.70374841636254,160.77134704589844,29517200
2020-01-22 00:00:00-05:00,161.64037716931975,161.72729179875466,159.9795548504249,159.99887084960938,24138800
2020-01-23 00:00:00-05:00,160.47204685482512,161.06105970209504,159.5837022666758,160.9838104248047,19680800
2020-01-24 00:00:00-05:00,161.746636262482,161.76595226682528,158.79192115111744,159.3616180419922,24918100
2020-01-27 00:00:00-05:00,155.60545314329067,157.75873817701523,154.68814187295376,156.6965789794922,32078100
2020-01-28 00:00:00-05:00,158.14497589945336,160.05684779435208,157.45941244610728,159.76718139648438,24899900
2020-01-29 00:00:00-05:00,162.06526126028027,162.94395516200478,159.98924046580717,162.2583770751953,34754500
2020-01-30 00:00:00-05:00,168.0616356319014,168.0616356319014,164.9137898187417,166.8353271484375,51597500
2020-01-31 00:00:00-05:00,166.2849179853857,166.46836843453565,163.74540152763257,164.37303161621094,36142700
2020-02-03 00:00:00-05:00,164.5661566969853,168.49613083216838,164.53719005949984,168.38026428222656,30107000
2020-02-04 00:00:00-05:00,171.04529445457447,174.42487293856308,170.24384978888776,173.92276000976562,36433300
2020-02-05 00:00:00-05:00,177.6982344505957,177.86238363649903,172.2716017463111,173.7103271484375,39186300
2020-02-06 00:00:00-05:00,174.74351338324146,177.49546164169695,173.8648194779755,177.31199645996094,27751400
2020-02-07 00:00:00-05:00,176.5588230407146,179.24317248639858,176.20154333431805,177.5630340576172,33529100
2020-02-10 00:00:00-05:00,177.26372927276284,182.34274786376417,176.94508151888917,182.2075653076172,35844300
2020-02-11 00:00:00-05:00,184.09046100771772,184.1387436468186,177.18647089628425,178.09413146972656,53159900
2020-02-12 00:00:00-05:00,179.19490505843015,179.45561951845616,175.59324419158096,178.35484313964844,47062900
2020-02-13 00:00:00-05:00,176.78090766549244,179.82252212142376,176.57812649266097,177.3892364501953,35295800
2020-02-14 00:00:00-05:00,176.94504096780975,179.030726842203,176.3656788692149,178.97279357910156,23149500
2020-02-18 00:00:00-05:00,179.22384414417766,181.24193140613698,179.11762824966453,180.78810119628906,27792200
2020-02-19 00:00:00-05:00,182.0855719990418,182.20175502485182,180.54608781091196,181.33035278320312,29997500
2020-02-20 00:00:00-05:00,181.01078044692056,181.30125269844018,175.34663802543415,178.5611572265625,36862400
2020-02-21 00:00:00-05:00,177.35092882358987,177.67044693155563,171.61900119138002,172.9164276123047,48572600
2020-02-24 00:00:00-05:00,162.44015243869524,169.00475878784067,158.04437452053764,165.46102905273438,68311100
2020-02-25 00:00:00-05:00,168.66588423383874,169.28555165551066,162.32396646223674,162.7306365966797,68073300
2020-02-26 00:00:00-05:00,164.31853789793146,167.7557471408704,162.86619097025465,164.763916015625,56206100
2020-02-27 00:00:00-05:00,158.1315228455766,161.72365223711492,152.96115713453625,153.15480041503906,93174900
2020-02-28 00:00:00-05:00,147.56813252299293,158.50914891158175,147.17115415352052,156.86314392089844,97012700
2020-03-02 00:00:00-05:00,160.05826488971834,167.42650342030592,157.15357187803914,167.30062866210938,71030800
2020-03-03 00:00:00-05:00,168.2785987528942,169.44047332948904,157.105201552449,159.28372192382812,71677000
2020-03-04 00:00:00-05:00,163.13723678387538,165.27701889286254,160.35840393318227,165.1317901611328,49814400
2020-03-05 00:00:00-05:00,160.77479617835223,165.4416629513639,160.4262323500498,160.98780822753906,47817300
2020-03-06 00:00:00-05:00,157.4440878118844,157.92820344813347,151.0440785097102,156.4371337890625,72821100
2020-03-09 00:00:00-04:00,146.2029087738749,152.73846926542228,145.23467758994195,145.83497619628906,70419300
2020-03-10 00:00:00-04:00,153.13545686465494,155.91427580303062,147.73272475844115,155.80776977539062,65354400
2020-03-11 00:00:00-04:00,152.1381682203021,152.69005230379878,146.34813519589176,148.74935913085938,56371600
2020-03-12 00:00:00-04:00,140.68401107205324,148.59445903294645,134.17749554362032,134.64224243164062,93226400
2020-03-13 00:00:00-04:00,142.81410307709143,156.76631832008636,136.25917366692474,153.78416442871094,92727400
2020-03-16 00:00:00-04:00,135.55234349515516,144.60530948819476,130.7111883703282,131.1178436279297,87905900
2020-03-17 00:00:00-04:00,135.5523791716759,142.81411377015854,130.71122277268748,141.91366577148438,81059800
2020-03-18 00:00:00-04:00,133.6159025715408,141.36175199597795,130.73057779766785,135.9396514892578,81593200
2020-03-19 00:00:00-04:00,138.23436103456055,145.3798966484118,134.58412557819216,138.17626953125,85922700
2020-03-20 00:00:00-04:00,141.36175071128062,142.42681090707558,131.5438872459928,132.98655700683594,84866200
2020-03-23 00:00:00-04:00,132.65734157755065,136.10425680469086,128.3099932666095,131.66006469726562,78975200
2020-03-24 00:00:00-04:00,139.18323328131862,144.84739164098997,136.78202407169954,143.62741088867188,82516700
2020-03-25 00:00:00-04:00,144.17928752718615,149.42709798436923,139.8512936020163,142.25250244140625,75638200
2020-03-26 00:00:00-04:00,143.68551915801163,151.68311915961237,143.65647340090476,151.1505889892578,64568100
2020-03-27 00:00:00-04:00,146.92905993116318,149.96930479775608,144.46006783089055,144.94418334960938,57042300
2020-03-30 00:00:00-04:00,147.59717902592595,155.4979498346348,145.24436932762478,155.1396942138672,63420300
2020-03-31 00:00:00-04:00,154.33606658796452,159.54515582027997,151.5862931833375,152.69976806640625,77927200
2020-04-01 00:00:00-04:00,148.13935875769323,152.73845649690264,146.02862204470824,147.2776336669922,57969900
2020-04-02 00:00:00-04:00,147.03559540611792,150.540587736446,145.58324855887219,150.32757568359375,49630700
2020-04-03 00:00:00-04:00,150.17266619310857,152.3802321642893,147.3551098335104,148.94300842285156,41243300
2020-04-06 00:00:00-04:00,155.22683546732608,161.21049728398734,152.57387661979556,160.0195770263672,67111700
2020-04-07 00:00:00-04:00,164.20229723482984,164.59927550387184,158.0733930270076,158.2960968017578,62769000
2020-04-08 00:00:00-04:00,160.40684096724806,161.375072045537,158.30578130024506,159.88400268554688,48318200
2020-04-09 00:00:00-04:00,161.07496594822499,162.0528742807546,158.14122617659842,159.8937225341797,51385100
2020-04-13 00:00:00-04:00,159.1288312252849,160.31007467605562,157.14395396626597,160.25196838378906,41905300
2020-04-14 00:00:00-04:00,163.63104915025585,168.2301466855441,162.66281809019517,168.18173217773438,52874300
2020-04-15 00:00:00-04:00,165.76121166891417,168.0559301186379,163.86348641046868,166.41961669921875,40940800
2020-04-16 00:00:00-04:00,168.76270531541195,171.64803022649943,167.40717273725053,171.4156494140625,50479600
2020-04-17 00:00:00-04:00,173.79753454372718,174.28165023883506,170.28284986955168,172.92613220214844,52765600
2020-04-20 00:00:00-04:00,171.01868048077267,173.07132588384354,169.43078191397464,169.49855041503906,36669600
2020-04-21 00:00:00-04:00,167.9881016546993,168.15269917450274,160.8328741694173,162.48855590820312,56203700
2020-04-22 00:00:00-04:00,165.94515475770035,168.4722389326516,165.3932706230062,168.0074920654297,34620200
2020-04-23 00:00:00-04:00,168.57871079066348,169.49852734472884,165.48037434716426,165.9741668701172,32790800
2020-04-24 00:00:00-04:00,166.59387475058466,169.01445299530207,165.28677136285953,169.00477600097656,34277600
2020-04-27 00:00:00-04:00,170.9799304342174,171.2800797184482,167.7944565406924,168.5206298828125,33194400
2020-04-28 00:00:00-04:00,170.01170383646283,170.08916410123481,164.00867366996542,164.4153289794922,34392700
2020-04-29 00:00:00-04:00,167.716998598171,172.03530119225843,166.41957242140282,171.79324340820312,51286600
2020-04-30 00:00:00-04:00,174.281604470848,174.6688910156138,170.63136895159,173.51670837402344,53875900
2020-05-01 00:00:00-04:00,170.2150597262061,172.96483297924715,168.4819174844816,169.02413940429688,39370500
2020-05-04 00:00:00-04:00,168.94666571110503,173.31338306062784,168.27858382596418,173.15846252441406,30372900
